ID,Description,GeneRatio,BgRatio,pvalue,padj,qvalue,geneID,Count
GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,'2/60,33/18903,0.004910419,0.018532873,0.011371498,THY1/SH2D1A,2
GO:0071353,cellular response to interleukin-4,'2/60,33/18903,0.004910419,0.018532873,0.011371498,IL4R/JAK3,2
GO:0042116,macrophage activation,'3/60,109/18903,0.005027613,0.018914172,0.011605457,IL4R/FCGR3A/PTPRC,3
GO:0033006,regulation of mast cell activation involved in immune response,'2/60,34/18903,0.00520672,0.019462818,0.011942098,IL4R/IL13RA2,2
GO:0036336,dendritic cell migration,'2/60,34/18903,0.00520672,0.019462818,0.011942098,GPR183/SLAMF1,2
GO:0002719,negative regulation of cytokine production involved in immune response,'2/60,35/18903,0.00551106,0.020534843,0.012599877,JAK3/SLAMF1,2
GO:0009063,cellular amino acid catabolic process,'3/60,113/18903,0.005557276,0.02064131,0.012665203,KYNU/IL4I1/IDO1,3
GO:0010922,positive regulation of phosphatase activity,'2/60,36/18903,0.005823389,0.021425678,0.01314648,PLEK/PTPRC,2
GO:0050869,negative regulation of B cell activation,'2/60,36/18903,0.005823389,0.021425678,0.01314648,CTLA4/CR1,2
GO:0070670,response to interleukin-4,'2/60,36/18903,0.005823389,0.021425678,0.01314648,IL4R/JAK3,2
GO:0002832,negative regulation of response to biotic stimulus,'3/60,116/18903,0.005975723,0.021917227,0.013448087,SERPINB9/IL4I1/CR1,3
GO:0009308,amine metabolic process,'3/60,117/18903,0.006119286,0.02237364,0.013728135,KYNU/IL4I1/IDO1,3
GO:0002335,mature B cell differentiation,'2/60,37/18903,0.006143654,0.022392759,0.013739866,GPR183/CR1,2
GO:0002369,T cell cytokine production,'2/60,38/18903,0.006471804,0.023298493,0.014295612,SASH3/SLAMF1,2
GO:0002724,regulation of T cell cytokine production,'2/60,38/18903,0.006471804,0.023298493,0.014295612,SASH3/SLAMF1,2
GO:0042092,type 2 immune response,'2/60,38/18903,0.006471804,0.023298493,0.014295612,IL4R/IDO1,2
GO:0045191,regulation of isotype switching,'2/60,38/18903,0.006471804,0.023298493,0.014295612,CD28/PTPRC,2
GO:0045088,regulation of innate immune response,'4/60,240/18903,0.00708804,0.025438672,0.015608794,SERPINB9/SH2D1A/CR1/CD226,4
GO:0046627,negative regulation of insulin receptor signaling pathway,'2/60,40/18903,0.007151549,0.025588111,0.015700488,PRKCQ/SOCS3,2
GO:0045055,regulated exocytosis,'4/60,242/18903,0.007294622,0.026020451,0.015965765,IL4R/FCGR3A/PLEK/IL13RA2,4
GO:1900077,negative regulation of cellular response to insulin stimulus,'2/60,42/18903,0.007862216,0.027959857,0.017155756,PRKCQ/SOCS3,2
GO:0050853,B cell receptor signaling pathway,'3/60,130/18903,0.00817512,0.028984517,0.017784472,CTLA4/PTPRC/ITK,3
GO:0072538,T-helper 17 type immune response,'2/60,44/18903,0.008603399,0.030410806,0.018659622,PRKCQ/IL12RB1,2
GO:0000018,regulation of DNA recombination,'3/60,133/18903,0.008700442,0.030661197,0.018813258,CD28/IL7R/PTPRC,3
GO:0002920,regulation of humoral immune response,'2/60,46/18903,0.009374695,0.032839502,0.020149834,PTPRC/CR1,2
GO:0010677,negative regulation of cellular carbohydrate metabolic process,'2/60,46/18903,0.009374695,0.032839502,0.020149834,PLEK/LEPR,2
GO:0050727,regulation of inflammatory response,'5/60,414/18903,0.010017442,0.03498629,0.021467072,SOCS3/CD28/IL2RA/PTPRC/IDO1,5
GO:0043300,regulation of leukocyte degranulation,'2/60,49/18903,0.010587233,0.036866258,0.022620592,IL4R/IL13RA2,2
GO:0007520,myoblast fusion,'2/60,50/18903,0.01100604,0.03821088,0.023445632,IL4R/CD53,2
GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,'2/60,51/18903,0.011432079,0.039572581,0.024281152,ITGAL/CD6,2
GO:0010543,regulation of platelet activation,'2/60,52/18903,0.011865302,0.04071086,0.024979583,PRKCQ/PLEK,2
GO:0043303,mast cell degranulation,'2/60,52/18903,0.011865302,0.04071086,0.024979583,IL4R/IL13RA2,2
GO:0045912,negative regulation of carbohydrate metabolic process,'2/60,52/18903,0.011865302,0.04071086,0.024979583,PLEK/LEPR,2
GO:0046718,viral entry into host cell,'3/60,151/18903,0.012265406,0.041683873,0.02557661,TNFRSF4/SLAMF1/CR1,3
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,'2/60,53/18903,0.01230566,0.041683873,0.02557661,CD28/PTPRC,2
GO:0002208,somatic diversification of immunoglobulins involved in immune response,'2/60,53/18903,0.01230566,0.041683873,0.02557661,CD28/PTPRC,2
GO:0045190,isotype switching,'2/60,53/18903,0.01230566,0.041683873,0.02557661,CD28/PTPRC,2
GO:0032102,negative regulation of response to external stimulus,'5/60,436/18903,0.012327026,0.041683873,0.02557661,SOCS3/SERPINB9/IL2RA/PTPRC/CR1,5
GO:0002279,mast cell activation involved in immune response,'2/60,54/18903,0.012753106,0.043000387,0.026384403,IL4R/IL13RA2,2
GO:0044409,entry into host,'3/60,158/18903,0.013846698,0.046553554,0.028564574,TNFRSF4/SLAMF1/CR1,3
GO:0043113,receptor clustering,'2/60,57/18903,0.014137491,0.047395027,0.029080889,THY1/ITGAL,2
